date,duration,durationString,threads,memory,swap,renderer
Mar 5  2019 11:41:03,15810,4.3 h,7,4483356,7435316,houdini
Mar 5  2019 11:41:02,15810,4.3 h,7,4445472,7394872,houdini
Mar 5  2019 11:41:08,33347,9.2 h,7,4672556,7762428,houdini
Mar 5  2019 11:40:57,33351,9.2 h,7,4734364,7736852,houdini
Mar 5  2019 11:40:55,15810,4.3 h,7,4569716,7397392,houdini
Mar 5  2019 11:40:57,15811,4.3 h,7,4742816,7596540,houdini
Mar 5  2019 11:40:57,15813,4.3 h,7,4530048,7579132,houdini
Mar 5  2019 11:40:58,33346,9.2 h,7,4854136,7884396,houdini
Mar 5  2019 11:40:58,15808,4.3 h,7,4602428,7418424,houdini
Mar 5  2019 11:40:58,16957,4.7 h,7,4703888,7586832,houdini
Mar 5  2019 11:40:57,15810,4.3 h,7,4744516,7657472,houdini
Mar 4  2019 0:12:45,10017,2.7 h,9,2397692,5541596,houdini
Mar 4  2019 0:12:41,9745,2.7 h,9,2237924,5566172,houdini
Mar 4  2019 0:12:43,9784,2.7 h,9,2605004,5615392,houdini
Mar 4  2019 0:12:03,10644,2.9 h,9,2567232,5578448,houdini
Mar 4  2019 0:12:26,10749,2.9 h,9,2558372,5463760,houdini
Mar 4  2019 0:12:30,9755,2.7 h,9,2506616,5622548,houdini
Mar 4  2019 0:12:32,9768,2.7 h,9,2433680,5574316,houdini
Mar 4  2019 0:12:36,10032,2.7 h,9,2478868,5529312,houdini
Mar 4  2019 0:12:30,9979,2.7 h,9,2529436,5439192,houdini
Mar 4  2019 0:12:04,9702,2.6 h,9,2567132,5477220,houdini
Mar 4  2019 0:12:24,10631,2.9 h,9,2241876,5013200,houdini
Mar 4  2019 0:12:02,10174,2.8 h,9,2608300,5480800,houdini
Mar 4  2019 0:12:31,9796,2.7 h,9,2540056,5615384,houdini
Mar 4  2019 0:12:31,9976,2.7 h,9,2499688,5537496,houdini
Mar 4  2019 0:12:29,9753,2.7 h,9,2592072,5614356,houdini
Mar 4  2019 0:12:34,9799,2.7 h,9,2581044,5481312,houdini
Mar 4  2019 0:12:02,10643,2.9 h,9,2634400,5594844,houdini
Mar 4  2019 0:12:40,9743,2.7 h,9,2457580,5623584,houdini
Mar 4  2019 0:12:31,10040,2.7 h,9,2639096,5473120,houdini
Mar 4  2019 0:12:07,9776,2.7 h,9,2357536,5475984,houdini
Mar 4  2019 0:12:07,10641,2.9 h,9,2606604,5473640,houdini
Mar 4  2019 0:12:28,9655,2.6 h,9,2579884,5602064,houdini
Mar 4  2019 0:12:38,9943,2.7 h,9,2356804,5541592,houdini
Mar 4  2019 0:12:28,9992,2.7 h,9,2556148,5537496,houdini
Mar 4  2019 0:12:38,9774,2.7 h,9,2275240,5496544,houdini
Mar 4  2019 0:12:08,10763,2.9 h,9,2631256,5508724,houdini
Mar 4  2019 0:12:07,10458,2.9 h,9,2403136,5318492,houdini
Mar 4  2019 0:12:38,10024,2.7 h,9,2462312,5652148,houdini
Mar 4  2019 0:12:27,10041,2.7 h,9,2647464,5533400,houdini
Mar 4  2019 0:12:43,9736,2.7 h,9,2595520,5582556,houdini
Mar 4  2019 0:12:16,9769,2.7 h,9,2159916,5295788,houdini
Mar 4  2019 0:12:14,10253,2.8 h,9,2519920,5537496,houdini
Mar 4  2019 0:12:41,9739,2.7 h,9,2462848,5623520,houdini
Mar 4  2019 0:12:13,10743,2.9 h,9,2679624,5414184,houdini
Mar 4  2019 0:12:15,10630,2.9 h,9,2619880,5537124,houdini
Mar 4  2019 0:12:10,10241,2.8 h,9,2440632,5323104,houdini
Mar 4  2019 0:12:14,9698,2.6 h,9,2670132,5478748,houdini
Mar 4  2019 0:12:21,10687,2.9 h,9,2328476,5353824,houdini
Mar 4  2019 0:12:22,10626,2.9 h,9,2278520,5422756,houdini
Mar 4  2019 0:12:19,10279,2.8 h,9,2474208,5343592,houdini
Mar 4  2019 0:12:32,9748,2.7 h,9,2459164,5537496,houdini
Mar 4  2019 0:12:32,9806,2.7 h,9,2562764,5597972,houdini
Mar 4  2019 0:12:18,10759,2.9 h,9,2241952,5566160,houdini
Jan 30  2019 11:17:22,158,2.6 m,5,403120,7459660,maya arnold
Jan 30  2019 11:17:07,179,2.9 m,5,404808,7457612,maya arnold
Jan 30  2019 11:17:10,175,2.9 m,5,394728,7410508,maya arnold
Jan 30  2019 11:17:21,162,2.7 m,5,442732,7505772,maya arnold
Jan 30  2019 11:17:12,172,2.8 m,5,407036,7476044,maya arnold
Jan 30  2019 11:17:17,165,2.7 m,5,400956,7476044,maya arnold
Jan 30  2019 11:17:23,154,2.5 m,5,394644,7476040,maya arnold
Jan 30  2019 11:17:22,157,2.6 m,5,392896,7471948,maya arnold
Jan 30  2019 11:17:26,154,2.5 m,5,403368,7406412,maya arnold
Jan 30  2019 11:17:25,150,2.5 m,5,397416,7476044,maya arnold
Jan 30  2019 11:17:06,186,3.1 m,5,407008,7476044,maya arnold
Jan 30  2019 11:17:06,188,3.1 m,5,450268,7489396,maya arnold
Jan 30  2019 11:17:29,144,2.4 m,5,403044,7476040,maya arnold
Jan 30  2019 11:17:06,187,3.1 m,5,404096,7394140,maya arnold
Jan 30  2019 11:17:06,185,3.0 m,5,408344,7209800,maya arnold
Jan 30  2019 11:17:26,148,2.4 m,5,443392,7499616,maya arnold
Jan 30  2019 11:17:07,180,3.0 m,5,400304,7463756,maya arnold
Jan 30  2019 11:17:07,181,3.0 m,5,404696,7476044,maya arnold
Jan 30  2019 11:17:06,184,3.0 m,5,400544,7005000,maya arnold
Jan 30  2019 11:17:07,182,3.0 m,5,400184,7476040,maya arnold
Mar 18  2019 20:06:42,562,9.3 m,5,509916,6227336,maya arnold
Mar 18  2019 20:06:45,528,8.8 m,5,511636,6228416,maya arnold
Mar 18  2019 20:06:42,552,9.2 m,5,501956,6226276,maya arnold
Mar 18  2019 20:06:40,527,8.7 m,5,508484,6225056,maya arnold
Mar 18  2019 20:06:35,545,9.0 m,5,520916,6221012,maya arnold
Mar 18  2019 20:06:36,530,8.8 m,5,587276,6222472,maya arnold
Mar 18  2019 20:06:38,529,8.8 m,5,512124,6219832,maya arnold
Mar 18  2019 20:06:37,543,9.0 m,5,521536,6291572,maya arnold
Mar 18  2019 20:06:52,537,8.9 m,5,503564,6230256,maya arnold
Mar 18  2019 20:06:53,539,8.9 m,5,495420,6225312,maya arnold
Mar 18  2019 20:06:58,507,8.4 m,5,511316,6225028,maya arnold
Mar 18  2019 20:06:55,518,8.6 m,5,503676,6223368,maya arnold
Mar 18  2019 20:07:11,518,8.6 m,5,496912,6224136,maya arnold
Mar 18  2019 20:07:15,538,8.9 m,5,496116,6220092,maya arnold
Mar 18  2019 20:07:04,521,8.6 m,5,503560,6222192,maya arnold
Mar 18  2019 20:07:01,520,8.6 m,5,501060,6227172,maya arnold
Mar 18  2019 20:07:25,485,8.0 m,5,493312,6223000,maya arnold
Mar 18  2019 20:07:18,512,8.5 m,5,504656,6220900,maya arnold
Mar 18  2019 20:06:49,544,9.0 m,5,503212,6223188,maya arnold
Mar 18  2019 20:06:49,533,8.8 m,5,500008,6224016,maya arnold
May 18  2019 19:00:04,1464,24.4 m,5,3024552,10099908,maya arnold
May 18  2019 19:00:05,1453,24.2 m,5,2360560,9907948,maya arnold
May 18  2019 19:00:09,1717,28.6 m,5,2709392,10113148,maya arnold
May 18  2019 19:00:07,988,16.4 m,5,3112548,9986156,maya arnold
May 18  2019 19:00:09,1716,28.6 m,5,3126748,10125512,maya arnold
May 18  2019 19:00:10,1447,24.1 m,5,2355556,10158492,maya arnold
May 18  2019 19:00:07,1461,24.3 m,5,3373656,10349688,maya arnold
May 18  2019 19:00:08,1459,24.3 m,5,3218400,10105724,maya arnold
May 18  2019 19:00:06,1465,24.4 m,5,3071616,10034800,maya arnold
May 18  2019 19:00:08,1718,28.6 m,5,2741056,10448484,maya arnold
May 18  2019 19:00:09,986,16.4 m,5,2830040,9949040,maya arnold
May 18  2019 19:00:08,1666,27.7 m,5,3062124,10014000,maya arnold
May 18  2019 19:00:08,1467,24.4 m,5,2548420,10314824,maya arnold
May 18  2019 19:00:06,1469,24.4 m,5,3087132,10072412,maya arnold
May 18  2019 19:00:05,1720,28.6 m,5,2692524,9990564,maya arnold
May 18  2019 19:00:08,1713,28.5 m,5,2830856,10017740,maya arnold
May 18  2019 19:00:07,1722,28.7 m,5,3108276,9988304,maya arnold
May 18  2019 19:00:10,1701,28.3 m,5,3206816,10115944,maya arnold
May 18  2019 19:00:10,971,16.1 m,5,2434264,9904212,maya arnold
May 18  2019 19:00:05,1431,23.8 m,5,2233584,10161508,maya arnold
May 18  2019 19:00:04,1659,27.6 m,5,3354540,10139728,maya arnold
May 18  2019 19:00:05,1666,27.7 m,5,3393244,9966196,maya arnold
May 18  2019 19:00:11,1466,24.4 m,5,2508064,9998416,maya arnold
May 18  2019 19:00:04,1724,28.7 m,5,3133588,9989376,maya arnold
May 18  2019 19:00:08,1441,24.0 m,5,2481264,10287160,maya arnold
May 18  2019 19:00:06,1658,27.6 m,5,3382636,10115000,maya arnold
May 18  2019 19:00:07,1458,24.3 m,5,2879284,9906212,maya arnold
May 18  2019 19:00:09,1466,24.4 m,5,3148976,9976400,maya arnold
May 18  2019 19:00:05,1448,24.1 m,5,3341752,10114736,maya arnold
May 18  2019 19:00:05,1700,28.3 m,5,3128092,10126412,maya arnold
May 18  2019 19:00:06,1722,28.7 m,5,2746212,10014200,maya arnold
May 18  2019 19:00:03,1409,23.4 m,5,2972288,10095712,maya arnold
May 18  2019 19:00:08,1642,27.3 m,5,2824768,10140540,maya arnold
May 18  2019 19:00:05,1474,24.5 m,5,3133172,9936164,maya arnold
May 18  2019 19:00:06,1718,28.6 m,5,2855296,10144292,maya arnold
May 18  2019 19:00:05,1634,27.2 m,5,2823740,10181956,maya arnold
May 18  2019 19:00:06,1470,24.5 m,5,2599876,10035028,maya arnold
May 18  2019 19:00:03,1713,28.5 m,5,2420028,10307740,maya arnold
May 18  2019 19:00:03,1471,24.5 m,5,3051116,10408884,maya arnold
May 27  2019 17:06:00,1272,21.2 m,5,678088,7635304,maya arnold
May 27  2019 17:05:54,1312,21.8 m,5,640472,8306884,maya arnold
May 27  2019 17:05:29,1314,21.9 m,5,1030988,11376828,maya arnold
May 27  2019 17:07:45,2207,36.7 m,5,432256,13449916,maya arnold
May 27  2019 17:08:13,2179,36.3 m,5,448600,13450012,maya arnold
May 27  2019 17:05:21,1305,21.7 m,5,1231760,11174008,maya arnold
May 27  2019 17:05:17,1303,21.7 m,5,1264316,11614264,maya arnold
May 27  2019 17:06:55,2257,37.6 m,5,458156,13450012,maya arnold
May 27  2019 17:06:26,2289,38.1 m,5,462184,13450008,maya arnold
May 27  2019 17:05:23,1318,21.9 m,5,1192620,11190508,maya arnold
May 27  2019 17:05:39,1319,21.9 m,5,856916,10336408,maya arnold
May 27  2019 17:08:42,2146,35.7 m,5,472352,13450020,maya arnold
May 27  2019 17:09:43,2088,34.8 m,5,473052,13449928,maya arnold
May 27  2019 17:05:37,1315,21.9 m,5,1112948,11073692,maya arnold
May 27  2019 17:05:44,1305,21.7 m,5,646656,8306816,maya arnold
May 27  2019 17:10:42,6,6 s,0,0,0,unknown
May 27  2019 17:05:49,1325,22.0 m,5,650364,8306828,maya arnold
Feb 7  2019 12:48:47,17,17 s,2,4924,50316,unknown
Feb 7  2019 12:48:42,37,37 s,2,4988,50320,houdini
Feb 7  2019 12:48:43,18,18 s,2,5000,50320,houdini
Feb 7  2019 12:48:45,15,15 s,0,0,0,houdini
Feb 7  2019 12:48:44,36,36 s,4,152832,865752,houdini
May 17  2019 16:47:50,101352,28.1 h,8,2834324,6305156,houdini
May 17  2019 16:47:40,106499,29.5 h,7,2819148,6292876,houdini
May 17  2019 16:47:37,101475,28.1 h,7,2844844,6309252,houdini
May 17  2019 16:47:51,101333,28.1 h,7,2852340,6305156,houdini
May 17  2019 16:47:42,101310,28.1 h,7,2889568,6288772,houdini
May 17  2019 16:51:46,101280,28.1 h,7,2996892,6313356,houdini
May 17  2019 16:51:50,101313,28.1 h,7,2820748,6313360,houdini
May 17  2019 16:47:45,101575,28.2 h,7,2838340,6296972,houdini
May 17  2019 16:51:23,101157,28.0 h,7,2854060,6305152,houdini
May 17  2019 16:47:55,106484,29.5 h,7,2920740,6313364,houdini
May 17  2019 16:47:52,101412,28.1 h,7,2837628,6321560,houdini
May 17  2019 16:51:20,101396,28.1 h,7,2985044,6288780,houdini
May 17  2019 16:48:00,101505,28.1 h,7,2801904,6288776,houdini
May 17  2019 16:48:01,101402,28.1 h,7,2798456,6325648,houdini
May 17  2019 16:51:29,101013,28.0 h,7,2801456,6317452,houdini
May 17  2019 16:51:19,101435,28.1 h,7,2856124,6296964,houdini
May 17  2019 16:47:31,101272,28.1 h,7,2873696,6313352,houdini
May 17  2019 16:47:32,105748,29.3 h,7,2839468,6309260,houdini
May 17  2019 16:51:20,101348,28.1 h,7,2882224,6317456,houdini
May 17  2019 16:51:33,101076,28.0 h,7,2870536,6313356,houdini
May 17  2019 16:51:13,101289,28.1 h,7,2852196,6280592,houdini
May 17  2019 16:51:23,101354,28.1 h,7,2850244,6301068,houdini
May 17  2019 16:48:08,105978,29.4 h,7,2838348,6296968,houdini
May 17  2019 16:47:34,106212,29.5 h,7,2830072,6325640,houdini
May 17  2019 16:47:34,101542,28.2 h,7,2845948,6313348,houdini
May 17  2019 16:48:03,101530,28.2 h,7,2821372,6305168,houdini
May 17  2019 16:51:24,101343,28.1 h,7,2819596,6292876,houdini
May 17  2019 16:51:14,101469,28.1 h,7,2889740,6313344,houdini
May 17  2019 16:51:09,101462,28.1 h,7,2819420,6305164,houdini
May 17  2019 16:51:35,101458,28.1 h,7,2810000,6305164,houdini
May 17  2019 16:47:36,101340,28.1 h,7,2850728,6288776,houdini
May 17  2019 16:47:35,106555,29.5 h,8,2864064,6309260,houdini
May 17  2019 16:51:38,101063,28.0 h,7,2843464,6301068,houdini
May 17  2019 16:51:10,101476,28.1 h,7,2871764,6325644,houdini
May 17  2019 16:51:42,101454,28.1 h,7,2837256,6305160,houdini
May 17  2019 16:51:11,101451,28.1 h,7,2887932,6313352,houdini
May 17  2019 16:47:34,101499,28.1 h,7,2873816,6305160,houdini
May 17  2019 16:47:35,106497,29.5 h,7,2827080,6296968,houdini
May 17  2019 16:51:12,101283,28.1 h,7,2870948,6337940,houdini
May 17  2019 16:51:40,101468,28.1 h,7,2872260,6321544,houdini
Mar 18  2019 17:39:52,3945,65.7 m,5,509224,6233676,maya arnold
Mar 18  2019 17:40:10,3961,66.0 m,5,515960,6295964,maya arnold
Mar 18  2019 17:39:59,4309,71.8 m,5,528104,6229528,maya arnold
Mar 18  2019 17:39:14,4766,79.4 m,5,528832,6231684,maya arnold
Mar 18  2019 17:39:12,4717,78.6 m,5,574252,6231720,maya arnold
Mar 18  2019 17:39:54,4309,71.8 m,6,535216,6233760,maya arnold
Mar 18  2019 17:40:07,3955,65.9 m,5,515752,6229516,maya arnold
Mar 18  2019 17:39:46,4806,80.1 m,5,521172,6235728,maya arnold
Mar 18  2019 17:39:59,4310,71.8 m,5,522792,6231592,maya arnold
Mar 18  2019 17:40:12,3987,66.4 m,5,514288,6237804,maya arnold
Mar 18  2019 17:39:12,4740,79.0 m,5,536688,6233764,maya arnold
Mar 18  2019 17:39:11,4701,78.3 m,5,593888,6233548,maya arnold
Mar 18  2019 17:40:15,3984,66.4 m,5,503864,6233664,maya arnold
Mar 18  2019 17:40:01,3936,65.6 m,5,519684,6231708,maya arnold
Mar 18  2019 17:39:53,4304,71.7 m,5,532116,6234684,maya arnold
Mar 18  2019 17:40:30,3999,66.6 m,5,504772,6230652,maya arnold
Mar 18  2019 17:39:16,4782,79.7 m,5,523224,6234756,maya arnold
Mar 18  2019 17:39:16,4807,80.1 m,5,519216,6229604,maya arnold
Mar 18  2019 17:40:26,3998,66.6 m,5,511296,6231396,maya arnold
Mar 18  2019 17:39:55,4307,71.7 m,5,521600,6234748,maya arnold
Mar 18  2019 17:40:19,3990,66.5 m,5,512000,6292004,maya arnold
Mar 18  2019 17:39:53,4305,71.7 m,5,584248,6291004,maya arnold
Mar 18  2019 17:39:18,4801,80.0 m,6,525092,9784060,maya arnold
Mar 18  2019 17:39:19,4792,79.8 m,5,519476,6231524,maya arnold
Mar 18  2019 17:39:52,4297,71.6 m,6,589320,6231884,maya arnold
Mar 18  2019 17:40:23,4002,66.7 m,5,513144,6234812,maya arnold
Mar 18  2019 17:40:35,4007,66.7 m,5,507780,6229492,maya arnold
Mar 18  2019 17:39:23,4805,80.0 m,5,521428,6236740,maya arnold
Mar 18  2019 17:39:23,4792,79.8 m,5,524224,6233588,maya arnold
Mar 18  2019 17:40:41,4006,66.7 m,5,513008,6235740,maya arnold
Mar 18  2019 17:39:30,4817,80.2 m,5,514912,6237964,maya arnold
Mar 18  2019 17:39:22,4783,79.7 m,5,519224,6232684,maya arnold
Mar 18  2019 17:39:18,4786,79.7 m,5,513244,6233720,maya arnold
Mar 18  2019 17:39:28,4813,80.2 m,5,512896,6233824,maya arnold
Mar 18  2019 17:39:37,4815,80.2 m,5,511072,6229616,maya arnold
Mar 18  2019 17:39:42,4810,80.1 m,5,513320,6231768,maya arnold
Mar 18  2019 17:39:34,4814,80.2 m,5,516708,6232824,maya arnold
Mar 18  2019 17:40:03,3952,65.8 m,5,515588,6239816,maya arnold
Mar 18  2019 17:40:03,3931,65.5 m,5,522844,6233756,maya arnold
Mar 18  2019 17:39:31,4822,80.3 m,5,514564,6242912,maya arnold
Jan 30  2019 11:41:32,147,2.4 m,5,449960,7512612,maya arnold
Jan 30  2019 11:41:33,147,2.4 m,5,450948,7510532,maya arnold
Jan 30  2019 11:42:01,118,118 s,5,442968,7512612,maya arnold
Jan 30  2019 11:41:59,121,2.0 m,5,458364,6791716,maya arnold
Jan 30  2019 11:41:47,106,106 s,5,443872,7119400,maya arnold
Jan 30  2019 11:41:42,108,108 s,5,450344,7512616,maya arnold
Jan 30  2019 11:41:35,105,105 s,5,444316,7512620,maya arnold
Jan 30  2019 11:41:38,101,101 s,5,457396,7512612,maya arnold
Jan 30  2019 11:41:53,121,2.0 m,5,454120,7512608,maya arnold
Jan 30  2019 11:41:51,112,112 s,5,400008,7720696,maya arnold
Jan 30  2019 11:41:54,122,2.0 m,5,458036,7512608,maya arnold
Jan 30  2019 11:41:56,120,2.0 m,5,456700,7512616,maya arnold
Jan 30  2019 11:41:26,123,2.0 m,5,460196,7512616,maya arnold
Jan 30  2019 11:41:28,148,2.4 m,5,450504,7512616,maya arnold
Jan 30  2019 11:41:29,147,2.4 m,5,452084,7512612,maya arnold
Jan 30  2019 11:41:29,147,2.4 m,5,452720,7447080,maya arnold
Jan 30  2019 11:41:26,118,118 s,5,456600,7508508,maya arnold
Jan 30  2019 11:41:26,125,2.0 m,5,444020,7516708,maya arnold
Jan 30  2019 11:41:25,120,2.0 m,5,446496,7438844,maya arnold
Jan 30  2019 11:41:24,157,2.6 m,5,335732,5048280,maya arnold
Mar 4  2019 10:19:55,11,11 s,0,0,0,maya vray
Mar 4  2019 10:19:53,12,12 s,0,0,0,maya vray
Mar 4  2019 10:19:48,14,14 s,0,0,0,maya vray
Mar 4  2019 10:19:52,11,11 s,0,0,0,maya vray
Mar 4  2019 10:19:43,21,21 s,1,2004,21996,maya vray
Mar 4  2019 10:19:44,20,20 s,1,2148,22012,maya vray
Mar 4  2019 10:19:45,20,20 s,0,0,0,maya vray
Mar 4  2019 10:19:47,15,15 s,0,0,0,maya vray
Mar 4  2019 10:20:02,6,6 s,0,0,0,unknown
Mar 4  2019 10:19:56,8,8 s,0,0,0,maya vray
Mar 4  2019 10:20:00,5,5 s,0,0,0,unknown
Mar 5  2019 10:34:26,15,15 s,0,0,0,houdini
May 18  2019 19:38:40,13296,3.6 h,5,3012456,10053504,maya arnold
May 18  2019 19:38:43,12316,3.4 h,5,3250524,9959388,maya arnold
May 18  2019 19:38:37,12272,3.4 h,5,3223260,10104868,maya arnold
May 18  2019 19:38:36,11951,3.3 h,5,3112580,10139208,maya arnold
May 18  2019 19:38:41,13012,3.6 h,5,3129964,10199664,maya arnold
May 18  2019 19:38:39,13326,3.7 h,5,2546492,10259272,maya arnold
May 18  2019 19:38:41,13349,3.7 h,5,3025040,9895668,maya arnold
May 18  2019 19:38:43,13343,3.7 h,5,3210824,10311464,maya arnold
May 18  2019 19:39:00,679,11.3 m,5,814664,6564908,maya arnold
May 18  2019 19:38:52,698,11.6 m,5,825072,6568872,maya arnold
May 18  2019 19:38:58,12332,3.4 h,5,3003060,10146604,maya arnold
May 18  2019 19:39:01,675,11.2 m,5,828140,6572572,maya arnold
May 18  2019 19:38:55,12324,3.4 h,5,3306752,10203496,maya arnold
May 18  2019 19:38:59,12296,3.4 h,5,3122684,10104800,maya arnold
May 18  2019 19:39:01,12321,3.4 h,5,3147620,10087952,maya arnold
May 18  2019 19:38:57,13390,3.7 h,5,3322980,10041128,maya arnold
May 18  2019 19:38:51,700,11.6 m,5,842372,6570436,maya arnold
May 18  2019 19:38:53,693,11.5 m,5,835296,6558808,maya arnold
May 18  2019 19:38:57,681,11.3 m,5,822260,6569724,maya arnold
May 18  2019 19:38:58,13379,3.7 h,5,3168936,10123696,maya arnold
May 18  2019 19:38:51,696,11.6 m,5,820404,6563440,maya arnold
May 18  2019 19:38:49,703,11.7 m,5,830424,6559608,maya arnold
May 18  2019 19:39:06,13392,3.7 h,5,3368276,10208300,maya arnold
May 18  2019 19:38:53,692,11.5 m,5,840216,6577640,maya arnold
May 18  2019 19:38:53,690,11.5 m,5,819516,6560156,maya arnold
May 18  2019 19:38:58,682,11.3 m,5,845004,6579304,maya arnold
May 18  2019 19:38:52,12233,3.3 h,6,2975036,10215912,maya arnold
May 18  2019 19:38:50,13368,3.7 h,5,3245484,10129752,maya arnold
May 18  2019 19:38:50,13306,3.6 h,5,3169212,10131056,maya arnold
May 18  2019 19:38:59,683,11.3 m,5,830668,6570676,maya arnold
May 18  2019 19:38:54,687,11.4 m,5,832708,6566108,maya arnold
May 18  2019 19:38:48,13372,3.7 h,5,3214840,10159808,maya arnold
May 18  2019 19:39:01,13398,3.7 h,5,3340604,10251764,maya arnold
May 18  2019 19:38:48,13365,3.7 h,5,3098028,9988248,maya arnold
May 18  2019 19:38:54,12335,3.4 h,5,3221332,10100428,maya arnold
May 18  2019 19:39:03,674,11.2 m,5,830632,6569596,maya arnold
May 18  2019 19:38:46,12323,3.4 h,5,3088836,9896020,maya arnold
May 18  2019 19:38:42,13318,3.6 h,5,3127756,10168804,maya arnold
May 18  2019 19:38:42,13233,3.6 h,5,2502588,9978540,maya arnold
May 27  2019 20:24:13,804,13.4 m,7,1261588,12017572,maya arnold
Mar 5  2019 14:31:05,9429,2.6 h,7,4572532,7427616,houdini
Mar 5  2019 14:31:02,9420,2.6 h,7,4578280,7557604,houdini
Mar 5  2019 14:31:00,9437,2.6 h,7,4574860,7405088,houdini
Mar 5  2019 14:30:59,9434,2.6 h,8,4515956,7314964,houdini
Mar 5  2019 14:30:56,9443,2.6 h,7,4604092,7412248,houdini
Mar 5  2019 14:30:53,9445,2.6 h,7,4557916,7379484,houdini
Mar 5  2019 14:30:55,9427,2.6 h,7,4580276,7408160,houdini
Mar 5  2019 14:30:56,9438,2.6 h,7,4614444,7442964,houdini
Mar 5  2019 14:31:19,9409,2.6 h,7,4583804,7424544,houdini
Mar 5  2019 14:31:20,9413,2.6 h,7,4660936,7337504,houdini
Mar 5  2019 14:31:17,9410,2.6 h,7,4574148,7406104,houdini
Mar 5  2019 14:31:39,2191,36.5 m,7,4550752,7396892,houdini
Mar 5  2019 14:31:37,2189,36.4 m,7,4590740,7420440,houdini
Mar 5  2019 14:31:17,9418,2.6 h,7,4697852,7380504,houdini
Mar 5  2019 14:32:00,2181,36.3 m,7,4457160,7256604,houdini
Mar 5  2019 14:31:06,9429,2.6 h,7,4601628,7596512,houdini
Mar 5  2019 14:31:08,9422,2.6 h,7,4603984,7429660,houdini
Mar 5  2019 14:32:05,2175,36.2 m,7,4550212,7387672,houdini
Mar 5  2019 14:31:14,9416,2.6 h,7,4597224,7471588,houdini
Mar 5  2019 14:31:09,9429,2.6 h,7,4572104,7384604,houdini
Mar 5  2019 14:31:33,2179,36.3 m,7,4559600,7379484,houdini
Mar 5  2019 14:31:58,2180,36.3 m,7,4530160,7375388,houdini
Mar 5  2019 14:32:00,2176,36.2 m,7,4580708,7381528,houdini
Mar 5  2019 14:31:31,2177,36.2 m,7,4519060,7331356,houdini
Mar 5  2019 14:31:55,2182,36.3 m,7,4578336,7408152,houdini
Mar 5  2019 14:31:28,2182,36.3 m,7,4521000,7310872,houdini
Mar 5  2019 14:31:30,2183,36.3 m,7,4515536,7298584,houdini
Mar 5  2019 14:31:55,2184,36.4 m,7,4623484,7457304,houdini
Mar 5  2019 14:31:27,9405,2.6 h,7,4592700,7405084,houdini
Mar 5  2019 14:31:46,2186,36.4 m,7,4514476,7350808,houdini
Mar 5  2019 14:31:36,2181,36.3 m,7,4524708,7342624,houdini
Mar 5  2019 14:31:34,2182,36.3 m,7,4594300,7439904,houdini
Mar 5  2019 14:31:43,2185,36.4 m,7,4577024,7417372,houdini
Mar 5  2019 14:31:24,9402,2.6 h,7,4580400,7404056,houdini
Mar 5  2019 14:31:36,2182,36.3 m,7,4548648,7385628,houdini
Mar 5  2019 14:31:50,2183,36.3 m,7,4636212,7588316,houdini
Mar 5  2019 14:31:55,2180,36.3 m,7,4569368,7408156,houdini
Mar 5  2019 14:31:38,2187,36.4 m,7,4533784,7380512,houdini
Mar 5  2019 14:31:03,9427,2.6 h,7,4620200,7429660,houdini
Mar 5  2019 14:31:07,9429,2.6 h,7,4613196,7458328,houdini
Jan 30  2019 11:56:38,131,2.1 m,5,452276,7512624,maya arnold
Jan 30  2019 11:56:38,128,2.1 m,5,449668,7512624,maya arnold
Jan 30  2019 11:57:13,116,116 s,5,445540,7514660,maya arnold
Jan 30  2019 11:56:38,131,2.1 m,5,453620,7512620,maya arnold
Jan 30  2019 11:56:39,154,2.5 m,5,443628,7509520,maya arnold
Jan 30  2019 11:57:16,115,115 s,5,452896,7512616,maya arnold
Jan 30  2019 11:56:36,155,2.5 m,6,452764,7414644,maya arnold
Jan 30  2019 11:56:37,148,2.4 m,5,451132,7510564,maya arnold
Jan 30  2019 11:56:35,152,2.5 m,5,454292,7656196,maya arnold
Jan 30  2019 11:56:34,153,2.5 m,5,453516,6992432,maya arnold
Jan 30  2019 11:56:49,105,105 s,5,452672,7516712,maya arnold
Jan 30  2019 11:56:53,124,2.0 m,5,446864,7510556,maya arnold
Jan 30  2019 11:56:45,110,110 s,5,449920,7512624,maya arnold
Jan 30  2019 11:56:42,145,2.4 m,5,453484,7516716,maya arnold
Jan 30  2019 11:56:56,116,116 s,5,440044,7512620,maya arnold
Jan 30  2019 11:56:57,120,2.0 m,7,450784,7512612,maya arnold
Jan 30  2019 11:57:04,122,2.0 m,5,450340,7254568,maya arnold
Jan 30  2019 11:56:46,140,2.3 m,5,456948,7512620,maya arnold
Jan 30  2019 11:56:39,105,105 s,5,449848,7508480,maya arnold
Jan 30  2019 11:57:00,117,117 s,5,443760,6529576,maya arnold
Mar 3  2019 14:36:12,48247,13.4 h,5,2974540,5161920,houdini
Mar 3  2019 14:37:05,54471,15.1 h,5,3607208,6127396,houdini
Mar 3  2019 14:37:04,54434,15.1 h,5,3520240,6136124,houdini
Mar 3  2019 14:36:09,52932,14.7 h,5,3035248,5191604,houdini
Mar 3  2019 14:36:17,53311,14.8 h,5,2961692,5199792,houdini
Mar 3  2019 14:36:16,53396,14.8 h,5,3054068,5204424,houdini
